[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:31,837] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,111] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,112] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,112] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,112] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,112] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:33,112] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,254] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:34,254] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,255] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:34,256] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,576] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:35,576] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,577] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:35,578] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,795] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,796] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,797] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,797] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,797] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:36,797] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,025] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,026] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,026] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,026] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,026] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:38,026] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,255] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,256] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:39,257] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,484] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:40,484] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,484] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,484] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,485] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,485] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,485] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,485] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,486] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,486] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:40,486] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,625] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,626] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,627] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:41,627] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,947] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,948] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,948] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,948] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,948] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:42,948] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,168] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,169] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,169] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:44,170] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,396] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:45,396] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,396] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,396] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,396] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:45,397] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,539] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:46,540] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,540] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,540] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,540] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,540] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:46,541] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,926] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,927] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,927] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,927] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:47,927] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,083] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:49,084] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:49,085] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,227] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:50,228] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,542] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 13:26:51,542] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,542] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
[ERROR] [2017-05-08 13:26:51,543] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] device has not register
